startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,prolific_pid,jobsatisfacton_job,writingtasks_job,usedgpt_job,whatused_for_job,usefulness_job,chatgpt_wtp_job,usedgpt_whynot_job,usedgpt_whynot_job_4_text,why_notuseful
2023-02-15 14:18:41,2023-02-15 14:22:37,0,100,236,1,2023-02-15 14:22:38,R_2aJIg5XCwilfsrK,*******,anonymous,EN,1b0248193e998aac815c1957f49b7044674b909da54a291baa243f5c7f3678b4,2,"Formal emails and letters, cover letters, proposals, blog posts, website content, game text",1,"I use it to give me inspiration if I’m having trouble, to make sure I’m on form, to provide transition phrases. ",4,10,,,
2023-02-27 16:47:22,2023-02-27 16:52:49,0,100,326,1,2023-02-27 16:52:49,R_3JJYGusLURId40t,*******,anonymous,EN,d024cf913d02915bee407b50dc0b66db32b8ab32403e892a5028d423fc00c1df,8,Writing of reports on customer's reaction towards our company's products.,1,tasks that involve a lot of writing. I type what I need and exact words.,5,10,,,
2023-02-23 15:48:17,2023-02-23 15:50:33,0,100,136,1,2023-02-23 15:50:34,R_A7JLe9O4XqNJzs5,*******,anonymous,EN,f737acaeb80cc7e251df8c015bbf0c332c0c6a1c814e766c74afa06ccf089278,8,"Summaries, and technical descriptions/directions, primarily.",2,,,,3,,
2023-02-23 13:19:33,2023-02-23 13:21:24,0,100,111,1,2023-02-23 13:21:25,R_1Qg3VLr2Q5goyFd,*******,anonymous,EN,2c2b9d43a2d7f9ac9a467883b16201bf8768359454ac53ebf56728fe7a56d2c7,9,"I create Training Guides and Participant guides for the Credit Department for a Credit card. I create games for adult education, and HR programs for New Hire training, and promotional training.",2,,,,3,,
2023-02-12 12:29:19,2023-02-12 12:31:19,0,100,120,1,2023-02-12 12:31:20,R_1P5yQFKtrGhyErh,*******,anonymous,EN,6d34500833c4d07095ca72ba48570f2301f4911ce0bab5daf338919b69201c09,3,"I write dozens of emails to colleagues about many topics related to science and policy, and I also write many reports, often accompanied by shorter, visually oriented presentations. Sometimes I write short summaries about the science I work on and other times I write reviews of other people's scientific studies. ",2,,,,3,,
2023-02-23 18:18:59,2023-02-23 18:33:11,0,100,851,1,2023-02-23 18:33:12,R_3JF5QE0SJAavQQp,*******,anonymous,EN,c0a0b1403de2f35093305329764014a0a4a2fe6445892d0d838c3258b8bf7adc,7,"write emails, reports, assessments, findings, meeting notes, pwoerpoint slides, excel documents, training",1,used it for fun,4,10,,,
2023-02-24 06:49:37,2023-02-24 06:50:26,0,100,49,1,2023-02-24 06:50:26,R_1qg2ynpbBT66Xml,*******,anonymous,EN,f0807cb643210180916379f8ad2b08581f2b3b73be6396715b313b95cd722f45,7,I normally submit emails about new policy procedures or coaching opportunities for our staff. ,2,,,,2,,
2023-02-20 07:16:55,2023-02-20 07:17:58,0,100,63,1,2023-02-20 07:17:59,R_2rlp93jwvbAdAgo,*******,anonymous,EN,75134dd5458f27eb45bca875bd0999c3e424684a56a2d23cf70a6c0fa5031a10,8,"I write emails and communications, newsletters, website content, and marketing content",2,,,,3,,
2023-02-11 10:23:44,2023-02-11 10:24:23,0,100,38,1,2023-02-11 10:24:23,R_3fI91T0J0TbspUy,*******,anonymous,EN,4a4c96f16ac10c3d8ae83712e5812da3bdd13079bc365f40e20a6590c3335b0b,9,tech customer support,1,book appointments,4,50,,,
2023-02-24 06:06:16,2023-02-24 06:07:43,0,100,86,1,2023-02-24 06:07:43,R_2PimTPAsX5GVEH0,*******,anonymous,EN,d8b632171cc106855af4093cc7b07aa2e5e90f3e65b64021ffdd3e386dd15fc8,6,"I need to keep records of the hours I work and what I've done during that time.  In addition, I do write content for my other job.",1,I ask ChatGPT to help me find good keywords and to help me construct letters.,3,9.99,,,
2023-02-11 14:58:11,2023-02-11 14:59:32,0,100,81,1,2023-02-11 14:59:32,R_em1IMN9iTcIR54t,*******,anonymous,EN,860cfd7659d1e713e9b939a4238bc8e0105efab5e7742aa08d641b41f628f9e3,6,"Writing scripts for software demos, emphasizing value propositions",1,Reword ideas or points into paragraphs ,4,60,,,
2023-02-23 16:11:22,2023-02-23 16:12:45,0,100,83,1,2023-02-23 16:12:46,R_2BzGEmtW7nW45nc,*******,anonymous,EN,2a09127b376e903917d2829ef8b197fba75eede17cba161b8ecf44ab08ff61fa,8,"I write notes, memos, letters, and reports.",2,,,,5,,
2023-02-25 08:36:17,2023-02-25 08:38:52,0,100,154,1,2023-02-25 08:38:52,R_2wRd3N5eilmsbIV,*******,anonymous,EN,9d5ce7b0d904fd581fe83fd9a8c56cb5849bb24209da716fabe5bb4dbeed1911,8,"I have to write creative brief's for clients often. Since I work primarily via email, a lot of writing comes from emails.",2,,,,1,,I prefer to be the person who is interacting with my clients and not outsource emails to a bot.
2023-02-10 12:28:42,2023-02-10 12:29:37,0,100,55,1,2023-02-10 12:29:38,R_eeugsnKf3fo08Df,*******,anonymous,EN,f13568c75d1509ccc7d6bc9cd076547c5c9df3dda9e726159640db4db0de48d4,9,I have to write documentation for our models and also write technical white papers for any project that I am working on.,2,,,,1,,
2023-02-23 15:36:10,2023-02-23 15:37:12,0,100,61,1,2023-02-23 15:37:12,R_Auj1Um4leor4D5v,*******,anonymous,EN,e9fe72fc08149e12c07479517e9d7d48afcd5c577dec02c47e063b0ddd647966,9,"Email, training materials and business correspondence.",2,,,,3,,
2023-02-16 08:54:11,2023-02-16 08:56:59,0,100,167,1,2023-02-16 08:57:00,R_vV3gcCmoHx3IjnP,*******,anonymous,EN,d56a0645ee2103e01f794ff09d7d2d7bbd53d21d65866a0d80d05f66352f424e,6,I usually take copy written text and overlay them on graphics / wire framing for user interfaces. ,1,I used ChatGPT to help me come up with a slogan for a new product we released. ,3,50,,,
2023-02-24 04:22:15,2023-02-24 04:26:59,0,100,284,1,2023-02-24 04:26:59,R_3oF7PvvbW73K1MY,*******,anonymous,EN,abf333ec198e6b6b1dee0784966e14a7785e834bab7328908ea0be8fe6887108,6,write reports and balance sheets,2,,,,1,,"because I don't need eternal research for what I do, all I need to write is internal company information."
2023-02-23 20:59:47,2023-02-23 21:00:42,0,100,55,1,2023-02-23 21:00:43,R_3nqtD9lLfwkCZtP,*******,anonymous,EN,30e8c327f23a39d5ecd68efa12e10fd55a2b4cd9fcf8561373d355ad23c8d7a2,6,"I write OPORDs, FRAGOs, and WARNOs.  I do the daily memo brief, emails, memos etc",1,I use it to draft memos.  i will then use the draft to craft a better sounding memo.,3,0,,,
2023-02-25 07:50:49,2023-02-25 07:52:32,0,100,103,1,2023-02-25 07:52:33,R_1M4FcKQWgBwu97D,*******,anonymous,EN,23fc2f6ec7c486d3dfb3399ac26cfc32bc386d203e9206ed48dbcfbafb0f1ce8,10,Keep track of important documents that should have disrupted to all employees to make sure they all got them. Keep track of all medically insurance for the whole company.,2,,,,3,,
2023-02-26 09:04:09,2023-02-26 09:04:57,0,100,47,1,2023-02-26 09:04:58,R_1eDJFTBkbMQtmGr,*******,anonymous,EN,28c9729f096618a3dd28b1f45786a30a3ebda6e00fd7e035cad65914cd199e7f,7,"Memos, reports, emails, business writings",2,,,,2,,
2023-02-17 08:34:27,2023-02-17 08:35:42,0,100,75,1,2023-02-17 08:35:43,R_2ElNLkfogAV7W8E,*******,anonymous,EN,43682e6112d7289cdb1d0cfc524a4bf26a041acad155d851fadc06a2428cdef4,10,My job does not involve writing tasks.,2,,,,1,,This is not something that is an aspect of my job.
2023-02-20 10:07:29,2023-02-20 10:08:15,0,100,45,1,2023-02-20 10:08:16,R_2amLXrZ7RLByRoR,*******,anonymous,EN,c722470536e56a962e58d5f138edc961d1133a4df694271afa8d46b21afacafd,5,"I write papers, reports, notes, and programming code. I also write emails, and budgets. ",1,I use it to write emails.,3,.99,,,
2023-02-24 11:17:10,2023-02-24 11:19:10,0,100,120,1,2023-02-24 11:19:10,R_3GBUEZ5X1fh42VX,*******,anonymous,EN,196ed5ad49b8191d6cac1b48b95727533ca27b630f4b9ae495fb79f247e1bddb,7,"I am a freelance writer and editor, so I encounter writing tasks often. I am asked to write everything from website content to grant applications.",2,,,,4,It is not usually ethical,
2023-02-27 20:59:03,2023-02-27 21:00:00,0,100,56,1,2023-02-27 21:00:00,R_30oEw7TpLiqrKxN,*******,anonymous,EN,165698ef3214d99f26264ed9e187174e3ea1e45c7bbaa8605e0b84d940ddb98c,3,"Business proposals, board of directors presentations",1,Summarizing reports,3,15,,,
2023-02-27 06:41:25,2023-02-27 06:47:55,0,100,390,1,2023-02-27 06:47:56,R_cvERutGhIYrF5RL,*******,anonymous,EN,3bc82d22446b0cab7a40bc88b53fd2d630aee1deaa6c7795dcce0f3934af0097,9,Most of the time I have written Input devices and output devices and results then compared to previous results,2,,,,5,,
2023-02-15 13:27:18,2023-02-15 13:28:41,0,100,82,1,2023-02-15 13:28:41,R_3kh2Xrg40XbFDG0,*******,anonymous,EN,01fac14396bd1c65bb6cd09a7e378b70ee0f92fb75aada27dc58f00052ceba2c,7,technical writing for data analysis/modeling,2,,,,4,i'm au naturale,
2023-02-20 07:45:27,2023-02-20 07:46:55,0,100,88,1,2023-02-20 07:46:56,R_1IH1VYqWWuLmAxO,*******,anonymous,EN,1e991af7c398d40d59adc58059c7ba33360624d080813e873cdaf159668e2800,3,"I have two jobs, in my main jobs (manager in manufacturing) I write up progress reports for my employees. I occasionally write just by responding to random emails and have also written up meeting agendas. I also work as a freelance writer where I write blog posts for different car dealerships.",2,,,,3,,
2023-02-19 08:10:12,2023-02-19 08:12:10,0,100,118,1,2023-02-19 08:12:11,R_2CvU6tcQ9bvC4Tx,*******,anonymous,EN,1494cec3512ffd90efe7f71ecf87019e1a3a65b8caef4d5527d345758eb19beb,8,I write about process improvements.  I detail the cost savings and the return on investments.,1,I use it to check my formulas for return on investments.,3,10,,,
2023-02-11 11:16:19,2023-02-11 11:16:52,0,100,32,1,2023-02-11 11:16:52,R_STbGSmXNTMdQvLP,*******,anonymous,EN,070ef0a500914fffd3dba35fa923e9faa80b48be9b6fed2e7392469fbc46ceb4,6,I write email communication,2,,,,1,,Not rrelevant
2023-02-23 15:30:36,2023-02-23 15:31:22,0,100,45,1,2023-02-23 15:31:22,R_1F2seXOcGE8byEy,*******,anonymous,EN,776d15b5c9678f6447ce7f110b1c065991dfd6df1916b1499667926b35c30b7a,7,Sending out emails to producers on a daily basis,2,,,,2,,
2023-02-23 16:44:19,2023-02-23 16:45:32,0,100,72,1,2023-02-23 16:45:32,R_3HLD0KF1ZAtchHz,*******,anonymous,EN,8ace6e0dc195fa69bdba9460de859c7613bbe5bbcce7b753b6be44da2585bdc6,10,"I need to prepare manuscripts, as well as protocols in our lab",1,I ask the bot to rephrase some paragraphs,4,5,,,
2023-03-04 06:32:44,2023-03-04 06:34:47,0,100,122,1,2023-03-04 06:34:47,R_3JqNBccQrbdJ8yE,*******,anonymous,EN,b59739f70c59e55144e4f052f8b69cab6da25129ce09e56fdbcf507b8541861c,8,"I compose numerous emails through each day, create requests for proposals, edit contracts and compose formal memos on a regular basis.",2,,,,3,,
2023-02-16 20:00:10,2023-02-16 20:02:22,0,100,131,1,2023-02-16 20:02:22,R_25uwVrTo8XBOBok,*******,anonymous,EN,3cef9ad02d99fa8696c9db4c2b539309734675ef1cd61bde8b40080b02f1b180,7,"I do administrative typing this include balancing accounts and writing reports weekly to cover all the details of transactions made within the week, this is written in a report form and submitted to the head.",2,,,,2,,
2023-02-23 15:35:46,2023-02-23 15:38:56,0,100,189,1,2023-02-23 15:38:56,R_3MKaMqPwvNTnrjM,*******,anonymous,EN,9bc0dfe8934cd7d0b50ca8b0cc3da797b2766cc9cccb5484f6eea5c47099491a,10,signtaures on documents and assinig tasks to employes etc,1,"content writing , collevting information etc",5,30,,,
2023-03-03 12:28:27,2023-03-03 12:31:51,0,100,204,1,2023-03-03 12:31:52,R_2ruUUQcXIW2j4gV,*******,anonymous,EN,13cb21043ba437604f8ffc843a03dc1c9f98a4008c99737c295692c45e1fa692,10,WRITING REPORTS AND INSIGHTS FROM RESEARCHS,1,CREATING OF FLIERS,5,15,,,
2023-02-23 15:34:49,2023-02-23 15:37:25,0,100,156,1,2023-02-23 15:37:26,R_3NIeXPE4LKAA8Qx,*******,anonymous,EN,5f9045435342258b09b7eedf214bc71a2aa7ee3c19572a96bdfaa4bdeca71cdf,10,"I do writeups about project managements Also, i do write proposals",1,To summarize my texts and generate more creative ideas,4,20,,,
2023-02-27 17:40:32,2023-02-27 17:41:03,0,100,30,1,2023-02-27 17:41:04,R_2f9W2SKaesBodiI,*******,anonymous,EN,a5a3a33ea1a09ae53162e7cf3b5706e038b677d455fc1b108e061569de6b81ee,6,"writing meeting agendas, emails, and reports",2,,,,2,,
2023-02-16 14:59:43,2023-02-16 15:01:34,0,100,111,1,2023-02-16 15:01:35,R_1omSJ2m7i4JCf4F,*******,anonymous,EN,aea0b9852938f86788ca5cf55ba2697b1fcb76cfd2a98cb10f44ad26a2cc2eac,8,I usually have to write up different reports and tasks for employees and also write up reviews and other things related to my work,1,Use it for solving different tasks and questions,4,5,,,
2023-02-19 09:08:58,2023-02-19 09:10:59,0,100,120,1,2023-02-19 09:10:59,R_BLh8EWxYXEzjboJ,*******,anonymous,EN,ca24b3d214fc4d3b5d939556b81d7116dd4ba4611b414edca484e1023a6f92f6,9,I send a lot of email both inside and outside the company. occasionally I prepare meeting notes and talking points. I also usually handle the casual stuff like dinners and other get togethers. ,2,,,,4,I'm still learning the best ways to use it,
2023-02-20 16:36:47,2023-02-20 16:38:18,0,100,90,1,2023-02-20 16:38:18,R_1nTwV0EmXO74kYV,*******,anonymous,EN,77267141c755dcff3b2c62bc16dbf01555a27703cea06b3a3bc61a7ddb5b8362,8,"I write all-staff emails about organizational changes, and training guides for new processes and procedures.",2,,,,4,I don't want to use AI ,
2023-02-16 07:58:12,2023-02-16 07:59:22,0,100,70,1,2023-02-16 07:59:22,R_3MQi9eabOxFcGrX,*******,anonymous,EN,1f5cd00d196b3b9ce2ab3286fa4728a75f9ed10619e1befb47568fb127b6be49,6,"Tenant satisfaction assessment, Subordinate personal reviews. Weekly property inspections,",2,,,,1,,My writing is based on observation and analyzing numbers on the spot
2023-02-23 15:31:51,2023-02-23 15:32:51,0,100,60,1,2023-02-23 15:32:52,R_2QxmqMHCRMTGuHX,*******,anonymous,EN,a9c2fac6f07e249959f080c03a42c92a28f4516572fa92f8e0cab6c1d9820cec,6,I mostly just write emails to coworkers about projects and other work tasks. ,2,,,,4,I never really thought to use it. ,
2023-03-01 15:49:37,2023-03-01 15:52:19,0,100,161,1,2023-03-01 15:52:20,R_R93DOI8flZYFoqZ,*******,anonymous,EN,656ef6ed087284648cb95cf29a5b3f5ce2ab203013df8dbfff9fd737654a9cde,8,The main wiring tasks that I do involve writing detailed emails to send to my department or the whole company describing various procedures and results. ,2,,,,1,,I haven’t found an appropriate use however I have not had much time to try to use it so there may be use cases I haven’t thought of. 
2023-02-24 17:00:14,2023-02-24 17:01:40,0,100,86,1,2023-02-24 17:01:41,R_ZmcjKcX1hQPSWfT,*******,anonymous,EN,13a55ee06e0eb94f9e1e0ee2ab39876343b6980acd5347fab94a95b68e9d08bd,9,I have to write business documents to keep track of client documentation.,2,,,,1,,The information needed isnt public knowledge
2023-02-16 09:07:09,2023-02-16 09:08:20,0,100,71,1,2023-02-16 09:08:22,R_0kQvgOnsa8xTJsJ,*******,anonymous,EN,7822ae8cc184642dae03f517217a8bbd6cec3098b2faec7b3dc0aaa27d11840f,9,"I need to document user experiences, expected behavior, and business requirements.  I need to write when the things that are developed do not match these expectations.",2,,,,2,,
2023-02-24 04:36:33,2023-02-24 04:38:25,0,100,112,1,2023-02-24 04:38:26,R_31oQtHT2zhc99Xg,*******,anonymous,EN,45ea06f507106a1bc40b9adbe77e16f4de67a9ed364b928cc2cf51041b62a82e,8,I write grant applications to request funding. I write emails for communication. ,2,,,,3,,
2023-03-29 14:49:03,2023-03-29 14:50:17,0,100,73,1,2023-03-29 14:50:18,R_2xz8A8Zer90x3Xo,*******,anonymous,EN,725a08071af951b158395615e966f571d7aeb3cb1d65fb35b86c8129df3c0b7f,9,"Mostly academic style reporting, albeit simplified for general consumption.",2,,,,4,I'd rather write things out myself.,
2023-02-10 14:06:16,2023-02-10 14:10:16,0,100,239,1,2023-02-10 14:10:16,R_2R3RTsHP3lKweLW,*******,anonymous,EN,26dae773a485c132d9154663f2f3faab40270872d1d8d9cb1ab37d046cd72e31,10,I do more of project management and implementation.,1,We embedded  the chat tool in a just concluded project ,5,20,,,
2023-02-24 13:48:20,2023-02-24 13:49:16,0,100,56,1,2023-02-24 13:49:17,R_2YzzNrqHN3yVHMe,*******,anonymous,EN,a316cd8ccb52e9124aa9904c30100e2ec436c8ed878fc56e0a9fed092289aea9,9,I write messages (preaching). Every now and again I'll write out emails or social media posts.,2,,,,4,Just not interested,
2023-03-01 14:29:23,2023-03-01 14:35:25,0,100,361,1,2023-03-01 14:35:26,R_2atVyfQytQUAFxT,*******,anonymous,EN,264988c7fc0d8e864852610ce8c9371049ec4f408edc8d4d188d5b62dd41a1c8,8,I write up proposals for multilateral companies with regards to their size and their target market.,2,,,,3,,
2023-02-11 15:11:44,2023-02-11 15:13:04,0,100,80,1,2023-02-11 15:13:04,R_323mfJm9VVIl2g7,*******,anonymous,EN,920dc1236b2bce52eba2854e6cee6914e81e8bb3840cf9ead76373c3d05bfcdb,7,"Emails, decks about changes, trying to be diplomatic when yelling at vendors who suck",2,,,,1,,"There is too much context for chatGPT to know exactly what I need to communicate. If I were a recipe writer, sure. But not knowledge worker."
2023-03-02 06:00:11,2023-03-02 06:03:09,0,100,177,1,2023-03-02 06:03:09,R_sF2AJF8JveGXxfj,*******,anonymous,EN,66a6db5f463f544e3d9e89f4daeeafd9352c8963885fefb4ebb378becaa9e9a1,8,"I write many emails, if that counts. Also, I write product descriptions to be used by sales folks in the field - these are details of the program, qualification guidelines, etc for financial products. ",2,,,,1,,"Since the products we offer are often proprietary, ChatGPT shouldn't have any information on them. "
2023-02-15 14:44:16,2023-02-15 14:46:22,0,100,125,1,2023-02-15 14:46:22,R_3I9l84zyylNRVVN,*******,anonymous,EN,ade8b4a52e980c7c902381453969eb8cc9b377e476f3c813930414ed6f033bf2,7,I write reviews for books professionally as well as generate artificial intelligence prompts for individuals and businesses,1,"Writing, describing, making something longer, sounding more professional, adding detail to something, etc.",4,10,,,
2023-02-16 13:47:36,2023-02-16 13:49:38,0,100,122,1,2023-02-16 13:49:39,R_3oAU77Qwnp5gvTm,*******,anonymous,EN,2993ad8ec02ab3ddc670f9763ccfa57f56a4872469bd6ba37ff8f3211403f2bc,9,Insurance claims and verifying data,1,"I use ChatGPT to sort a lot of things, say I need things in an accorded list.",2,10,,,
2023-02-12 08:06:16,2023-02-12 08:07:23,0,100,66,1,2023-02-12 08:07:23,R_3hclOHbFIPyi3jn,*******,anonymous,EN,5379958e6b1ac42a2f2970ef8573a30d175f5952cff7fa7c44bb7bd7b7ebe1e5,6,I typically write about analyses of the financial market and how various macroeconomic and microeconomic indicators impact the growth of the business.,2,,,,3,,
2023-02-19 16:12:59,2023-02-19 16:13:36,0,100,37,1,2023-02-19 16:13:36,R_qPH0FjCDbvNQudj,*******,anonymous,EN,5211bfa0198682200043811868595523081c403e85762ee94debb47fbc6c3219,10,"Press releases, social media posts, emails, captions for images and webpages",2,,,,3,,
2023-02-16 09:30:04,2023-02-16 09:32:40,0,100,155,1,2023-02-16 09:32:41,R_2CVs2bnKNQtDSLB,*******,anonymous,EN,6e7c82cab8d7be5e480d6ee3411b776e17425d6398cf6ddab1a7b7b64569cb18,10,I write letter and emails of communication to clients. I write resumes and develop career plans. ,1,"I used it to write a cover letter and it was very good. Of course, I modified the cover letter a little but it still really helped!",5,1,,,
2023-02-10 15:05:47,2023-02-10 15:06:55,0,100,68,1,2023-02-10 15:06:56,R_28zEo38ItViSSqZ,*******,anonymous,EN,3987c615857edd5c0dd091db195e5d66cf1abd409d0527c44157961dc2ea0c70,7,"I have to write up emails to vendors, coworkers, and government entitles. ",2,,,,3,,
2023-02-23 16:55:25,2023-02-23 16:57:24,0,100,118,1,2023-02-23 16:57:24,R_1PUm2dAgkZFA09R,*******,anonymous,EN,da80c6ab9ad9ac3ae33a1edfd4ca1f2234b28adfaa50c5809b161e6f4e9db2f3,8,"The writing tasks, had to do with writing reports and writing a course of action for our projects at work.",2,,,,1,,Because this job is very specific and it needs to be better at repeating tasks or good programming.
2023-03-05 08:59:59,2023-03-05 09:01:07,0,100,67,1,2023-03-05 09:01:07,R_Omb98ZviNrtrxh7,*******,anonymous,EN,3f44d29ddb999ecd293405309dbca135b0d00a2f7f1b99bbfc72457ded858cff,5,"Emails, letters, memos, agreements",2,,,,1,,Most of the writing tasks I complete are very brief and concise. 
2023-02-23 16:53:33,2023-02-23 16:55:14,0,100,100,1,2023-02-23 16:55:14,R_31avVY5v9V194p0,*******,anonymous,EN,14085db295d3be9596dedfd7cb64c2e2fabf6b8420a095418f839c30259e8ef8,10,Proposals Writeups Coaching subordinates,2,,,,3,,
2023-02-10 12:26:05,2023-02-10 12:27:16,0,100,71,1,2023-02-10 12:27:17,R_2P1JLXE5ib36M3O,*******,anonymous,EN,a85ce360b3a1c8dac7a673b6288e8e8f421e7a8a4c61036f29520d9444e89b42,6,I write music-related articles and product pages for instruments and equipment. ,2,,,,3,,
2023-02-25 08:16:33,2023-02-25 08:18:22,0,100,108,1,2023-02-25 08:18:22,R_1PRicLarO5XWGH2,*******,anonymous,EN,d7d673337f3695e24f7726f9d7a810c8d29401ed6d15eca1d60770ada3d7df1a,8,I write detailed summaries of my experiences with the various stores I mystery shop.,2,,,,3,,
2023-02-20 07:29:55,2023-02-20 07:36:43,0,100,407,1,2023-02-20 07:36:43,R_1Cp9rr8xrtDkE1D,*******,anonymous,EN,5c84418354448a92b61aaa11362733d02e4702565cefdbf19201289420cdf663,9,Developing and coordinating and executing marketing campaigns Collecting data about the target demographics and analyzing market trends to improve a company's marketing efforts.,1,We used it for a variety of customer support and conversation tasks such as answering frequently asked questions and providing product information.,3,100,,,
2023-02-23 18:38:54,2023-02-23 18:40:23,0,100,89,1,2023-02-23 18:40:24,R_DctnOEGPktqet8d,*******,anonymous,EN,7900ba3ae01549e15f16ca0a9639d8f9f4ff253b98285f82f63e1afdc301c970,8,"I write briefings to leadership, organization wide communications, summary emails and talking points, as well as project plans.",2,,,,1,,The writing I do is specific to my organization and uses a lot of acronyms and historical references 
2023-03-02 16:40:16,2023-03-02 16:41:37,0,100,81,1,2023-03-02 16:41:38,R_O3VNzgVbSe7M3u1,*******,anonymous,EN,a53e374d4c50c3614efec185c1ad8650d26221c42ebae565c10cebaf78637a1a,7,Health care policies for corporations. Policies for the instiution,2,,,,3,,
2023-02-23 16:13:00,2023-02-23 16:18:43,0,100,342,1,2023-02-23 16:18:44,R_R82Y9IU7HBKUf6h,*******,anonymous,EN,59c41438f656c17d1876544c902a6c8e61f8ba5963ee24c1b4d201260883467a,10,Project proposals Weekly emails to subordinates Proposals and suggestions to management,2,,,,3,,
2023-02-27 07:36:50,2023-02-27 07:40:39,0,100,229,1,2023-02-27 07:40:39,R_3iHZe5Dp24Flvik,*******,anonymous,EN,3f5cc259fba45f1da16592227588d7f04df818da64e0e2b0535ad8c1b1c4becb,4,"I manage the accounting department for a manufacturing company and i typically have to write correspondance with vendors and customers regarding payments and collections that they need to make. Discussions about payment schedules, issues they run into, conversations about the progress of their projects in relation to how much payment should be expected etc. I also write briefs daily for the higher ups updating them on the status of different projects and my communications with the customers so they can be on the same page when they are discussing the status of the projects with the higher ups at those companies we do business with. ",2,,,,3,,
2023-02-10 14:11:16,2023-02-10 14:17:48,0,100,391,1,2023-02-10 14:17:49,R_Q6rY6i6ExT080KZ,*******,anonymous,EN,eb10589e5e18262b6adf6abc9465557525da4a8215a33ae17ac61707bd41a65f,10,i do engage writing reviews and evaluation of my employee.,1, I do engage my activities with chatgpt to help me with effective response when am likely busy with other task within my job preference.,4,35,,,
2023-03-14 21:13:32,2023-03-14 21:14:59,0,100,86,1,2023-03-14 21:14:59,R_2YK8c1lvARwZqeJ,*******,anonymous,EN,8c0c6a21a50fd5ad730a1ad7b883a11531815d2b94dd8f87dffd100631f8bbe7,7,"emails, reports. sometimes I draft marketing and website content. ",1,"brainstorming, blogging, outlines ",5,1,,,
2023-02-24 09:57:03,2023-02-24 09:57:31,0,100,28,1,2023-02-24 09:57:32,R_AM5PLdlStNo8Z0J,*******,anonymous,EN,2517ae51ff0c4cbc86045bbf424e62d9b7716242097d2e42f6bd79c6e9dea61d,7,"writing blogs, white papers, web content",2,,,,3,,
2023-02-15 14:42:40,2023-02-15 14:46:35,0,100,234,1,2023-02-15 14:46:35,R_1jNcCHJRrgGSDbE,*******,anonymous,EN,ca10748272e792e83b5252314dfb6ccf5d1086e7e302a10588ab6619fa1bf7f0,10,I help documenting analysis of data and report of data analyzed,1,I used it to draft an email for a letter of recommendation,5,50,,,
2023-02-11 20:42:05,2023-02-11 20:42:55,0,100,49,1,2023-02-11 20:42:55,R_1IsEtsBSxlDCJRb,*******,anonymous,EN,f81c8c06594c7efacb6d4d799e6de940b9e31845e04739f57cef140e9812ac26,8,I document how I work cyber security events. ,2,,,,3,,
2023-02-21 08:48:17,2023-02-21 08:53:46,0,100,328,1,2023-02-21 08:53:46,R_PtiMyybQAs3Inwl,*******,anonymous,EN,1ff3de04e9ce8e2d0e7e68682537384a03335f36114dd9c33621e8e7315bb702,7,"Construction documentation: Architects also prepare construction documentation, such as blueprints, drawings, and schematics, to guide the construction process. ",1,writing task and documentation,4,5,,,
2023-03-02 19:25:09,2023-03-02 19:29:01,0,100,231,1,2023-03-02 19:29:01,R_3lxiZm96XQkMmkk,*******,anonymous,EN,b7e03d0ff1b1a2015afd1c43a9377c0b0a11db74c0f01ab98fca5d8cb2ff9c7e,5,Blog posts Press releases Articles or other contributions,1,"Generating responses to user input in a chatbot or virtual assistant. Generating text in a chat-like style, such as simulating a conversation between two people. Generating personalized responses to user input, such as by using user-specific information to generate more relevant and accurate responses.",3,9.99,,,
2023-03-03 07:28:45,2023-03-03 07:35:48,0,100,423,1,2023-03-03 07:35:49,R_XF05jXNA3dHxQRj,*******,anonymous,EN,555052b152455d27964f9de474cc6c31ab3d42b2635d958c6df4b91aa7e1be8c,9,"Data analysis, I prep for meetings, I write reports, etc.",2,,,,4,,
2023-02-17 00:51:52,2023-02-17 00:53:40,0,100,108,1,2023-02-17 00:53:41,R_yms0BZWTtRVbvMd,*******,anonymous,EN,ad80ac81b9edc142afe302fd2b362347054527763e6b935330efd01835dd0e08,5,"analysis, data sorting, planning, reviews",1,"to make outlines for projects, proposals in brief, reviews",4,50,,,
2023-02-27 10:58:09,2023-02-27 11:01:07,0,100,178,1,2023-02-27 11:01:08,R_3lKtQAEAsMmIOId,*******,anonymous,EN,c3abf0bd1b4cd56197449a6d8aca4c8383cf6869f0a01e62ef386fc9d45eac03,8,"I write a lot of letters to current and potential donors, and email other organizational partners we work with. I also write a year-end monthly report.",2,,,,4,Hadn't considered it,
2023-03-03 18:09:22,2023-03-03 18:10:10,0,100,48,1,2023-03-03 18:10:10,R_oYVPhRWj9QNv8Bj,*******,anonymous,EN,a19df68a39faf415b5141858c1738a4630420122f2618188d77e70f0097ef790,5,I write approvals or rejections for projects. ,2,,,,1,,ChatGPT doesn't know what the projects I write about are concerning. 
2023-02-16 12:14:06,2023-02-16 12:15:49,0,100,102,1,2023-02-16 12:15:50,R_3prs5Jw7gisml76,*******,anonymous,EN,6923bb6be90ffb61c4bc3cb4f2801fa8b08b00d7c92822c276ff8886bff6f254,6,"write and update policies, procedures, charters, job aids, forms, etc.; along with general writing: email, reports, etc.",2,,,,2,,
